ccaa,year,sexo,pct_analfabetos,pct_educacion_primaria,pct_educacion_superior,pct_primarios_incompletos,pct_primera_etapa_secundaria,pct_secundaria_profesional,pct_secundaria_general
Comunidad Valenciana,2018,mujer,2.125,11.05,29.25,6.65,28.9,9.4,12.575
Comunidad Valenciana,2019,hombre,0.875,9.725,27.65,3.925,35.75,7.8,14.275
Comunidad Valenciana,2019,mujer,1.875,10.35,30.25,6.025,29.25,9.775,12.475
Comunidad Valenciana,2020,hombre,0.875,7.525,29.225,3.975,35.675,8.05,14.75
Comunidad Valenciana,2020,mujer,1.7,8.524999999999999,30.799999999999997,5.5249999999999995,29.275,10.075,14.0
Comunidad Valenciana,2021,hombre,0.925,7.675,30.2,3.25,34.8,8.55,14.65
Comunidad Valenciana,2021,mujer,1.775,9.15,31.0,4.9,30.025,9.675,13.475
Comunidad Valenciana,2022,hombre,1.0,7.575,29.0,3.35,36.775000000000006,9.1,13.225
Comunidad Valenciana,2022,mujer,1.775,9.125,31.025,4.85,32.3,9.5,11.375
Comunidad Valenciana,2023,hombre,0.85,7.65,29.8,3.65,36.025,10.075,11.975
Comunidad Valenciana,2023,mujer,1.6,9.025,31.700000000000003,5.45,31.25,9.225,11.8
Comunidad Valenciana,2024,hombre,1.05,6.975,29.275,3.45,35.9,9.825,13.525
Comunidad Valenciana,2024,mujer,1.425,8.55,31.325,5.6,30.725,9.35,13.05
Comunidad Valenciana,2025,hombre,1.0750000000000002,7.375,29.375,3.0,37.2,9.775,12.2
Comunidad Valenciana,2025,mujer,1.175,9.5,31.3,4.675,31.0,9.325,13.05
Extremadura,2014,hombre,2.225,12.825,19.45,10.325,39.875,5.775,9.549999999999999
Extremadura,2014,mujer,4.475,12.925,20.8,12.875,33.224999999999994,5.9,9.8
Extremadura,2015,hombre,1.9,12.725,19.375,9.65,40.975,5.675,9.65
Extremadura,2015,mujer,3.9,14.65,21.35,11.75,32.2,6.475,9.675
Extremadura,2016,hombre,1.7,13.75,17.375,9.524999999999999,41.375,5.85,10.45
Extremadura,2016,mujer,3.575,15.325,21.1,11.475,32.075,7.225,9.225
Extremadura,2017,hombre,1.9,11.775,19.175,9.675,41.3,5.525,10.7
Extremadura,2017,mujer,3.925,12.4,21.35,11.850000000000001,33.875,7.125,9.5
Extremadura,2018,hombre,2.175,14.0,18.45,9.35,38.75,7.2,10.05
Extremadura,2018,mujer,3.825,13.85,22.5,10.7,31.35,7.225,10.625
Extremadura,2019,hombre,2.225,14.425,18.025,8.525,38.825,7.05,10.95
Extremadura,2019,mujer,4.324999999999999,15.725000000000001,23.1,9.15,29.15,8.275,10.275
Extremadura,2020,hombre,1.825,14.1,18.475,7.675,38.275,8.125,11.525
Extremadura,2020,mujer,3.95,14.475,23.425,8.475,30.025,8.7,10.975
Extremadura,2021,hombre,1.925,13.225000000000001,20.3,7.375,37.275,8.15,11.825
Extremadura,2021,mujer,3.175,13.0,25.275,8.875,30.975,7.875,10.8
Extremadura,2022,hombre,1.7,12.4,21.625,6.75,38.175,8.0,11.4
Extremadura,2022,mujer,2.875,14.75,26.975,8.2,28.5,8.15,10.65
Extremadura,2023,hombre,1.5750000000000002,12.4,23.75,6.325,36.5,8.075,11.4
Extremadura,2023,mujer,2.8,13.9,28.5,7.6,27.849999999999998,8.425,10.95
Extremadura,2024,hombre,2.0,11.725,24.875,6.35,36.625,6.875,11.55
Extremadura,2024,mujer,2.675,13.525,28.875,7.6,28.175,7.575,11.625
Extremadura,2025,hombre,1.45,11.85,23.8,7.35,36.95,7.15,11.4
Extremadura,2025,mujer,2.3,12.125,28.95,8.1,28.95,7.8,11.725
Galicia,2014,hombre,0.8,17.625,24.0,5.1,34.075,7.175,11.3
Galicia,2014,mujer,1.85,21.425,25.6,8.4,26.7,6.025,10.0
Galicia,2015,hombre,0.9,16.675,25.2,5.5,32.925000000000004,7.25,11.525
Galicia,2015,mujer,1.6,19.650000000000002,26.725,8.9,26.35,6.300000000000001,10.5
Galicia,2016,hombre,0.775,15.425,25.325,5.6,33.825,7.5,11.575
Galicia,2016,mujer,1.55,17.8,27.725,9.025,26.85,6.8,10.225
Galicia,2017,hombre,0.75,15.175,25.725,5.8,33.675000000000004,7.6,11.3
Galicia,2017,mujer,1.5750000000000002,17.325,27.9,9.275,26.65,6.9,10.375
Galicia,2018,hombre,0.6749999999999999,14.175,25.95,5.675,33.825,7.65,12.025
Galicia,2018,mujer,1.55,16.575,27.9,8.775,26.85,7.1,11.3
Galicia,2019,hombre,0.725,12.4,27.175,4.125,35.075,8.375,12.1
Galicia,2019,mujer,1.4,15.45,28.575,7.25,28.375,7.15,11.825
Galicia,2020,hombre,0.625,9.85,28.625,3.6,36.625,8.275,12.45
Galicia,2020,mujer,1.25,12.875,30.725,6.025,29.975,6.95,12.2
Galicia,2021,hombre,0.525,9.325,29.025,3.6500000000000004,36.85,8.125,12.45
Galicia,2021,mujer,1.125,11.774999999999999,31.725,5.875,30.375,7.05,12.1
Galicia,2022,hombre,0.75,8.200000000000001,29.0,3.35,37.325,8.575000000000001,12.725
Galicia,2022,mujer,1.125,10.475,32.775000000000006,5.65,31.35,7.075,11.475
Galicia,2023,hombre,0.6,9.3,28.375,2.575,36.575,8.95,13.65
Galicia,2023,mujer,1.175,11.8,32.475,4.475,30.75,7.625,11.725
Galicia,2024,hombre,0.5,9.75,28.825,2.1,36.2,10.075,12.55
Galicia,2024,mujer,1.025,12.025,32.9,4.375,30.05,7.75,11.899999999999999
Galicia,2025,hombre,0.6,10.3,29.65,2.7249999999999996,33.975,10.25,12.525
Galicia,2025,mujer,0.875,13.25,34.175,4.7,26.725,7.925,12.4
Islas Baleares,2014,hombre,1.325,10.55,20.9,6.175,38.825,7.025,15.175
Islas Baleares,2014,mujer,2.425,12.9,24.599999999999998,7.725,29.9,6.75,15.725
Islas Baleares,2015,hombre,1.2,9.725,21.05,5.4,38.4,8.15,16.15
Islas Baleares,2015,mujer,2.0250000000000004,10.75,24.35,7.275,30.85,7.675,17.125
Islas Baleares,2016,hombre,1.35,9.175,22.55,4.324999999999999,36.85,8.95,16.825
Islas Baleares,2016,mujer,2.15,10.1,25.424999999999997,6.075,30.125,8.55,17.6
Islas Baleares,2017,hombre,0.975,8.575,24.6,3.975,37.65,7.925,16.325000000000003
Islas Baleares,2017,mujer,1.975,10.15,26.200000000000003,6.0,29.75,8.325,17.675
Islas Baleares,2018,hombre,1.275,8.7,22.625,3.625,37.925,9.075,16.775
Islas Baleares,2018,mujer,1.975,11.65,26.575,5.325,28.450000000000003,8.55,17.45
Islas Baleares,2019,hombre,1.225,9.075,24.175,2.95,37.5,9.125,15.95
Islas Baleares,2019,mujer,1.85,11.35,28.375,4.125,29.075,8.625,16.6
Islas Baleares,2020,hombre,1.225,7.125,27.35,2.8,36.275000000000006,9.55,15.600000000000001
Islas Baleares,2020,mujer,1.75,9.45,30.375,4.7,27.175,9.4,17.1
Islas Baleares,2021,hombre,1.025,7.75,27.025,2.425,32.95,11.325,17.475
Islas Baleares,2021,mujer,1.5,10.175,31.724999999999998,3.95,27.225,9.25,16.2
Islas Baleares,2022,hombre,0.9,9.35,24.5,3.15,33.925,9.975,18.225
Islas Baleares,2022,mujer,1.475,11.675,30.5,3.4749999999999996,28.1,7.8,16.95
Islas Baleares,2023,hombre,0.875,10.325,24.85,2.7,33.6,10.3,17.375
Islas Baleares,2023,mujer,1.475,11.975000000000001,29.45,3.4,27.424999999999997,8.05,18.275
Islas Baleares,2024,hombre,0.9500000000000001,10.024999999999999,26.3,2.025,34.75,10.0,15.975
Islas Baleares,2024,mujer,1.1,12.575,30.6,2.95,27.325,9.600000000000001,15.850000000000001
Islas Baleares,2025,hombre,0.875,8.524999999999999,25.8,2.825,34.3,9.625,18.049999999999997
Islas Baleares,2025,mujer,1.4249999999999998,8.85,32.025,3.75,27.075,9.325,17.525
La Rioja,2014,hombre,0.525,17.075,28.725,3.6,28.525000000000002,8.025,13.525
La Rioja,2014,mujer,0.775,21.975,28.924999999999997,3.475,23.625,9.0,12.225
La Rioja,2015,hombre,0.35,16.175,29.825,3.275,28.85,8.65,12.825
La Rioja,2015,mujer,0.875,20.925,30.875,3.325,22.7,7.8,13.525
La Rioja,2016,hombre,0.35,17.15,26.6,1.85,32.825,8.525,12.7
La Rioja,2016,mujer,1.125,20.65,30.75,2.0,25.825,8.25,11.425
La Rioja,2017,hombre,0.975,13.075,27.674999999999997,1.85,34.0,8.375,13.95
La Rioja,2017,mujer,0.925,14.9,29.35,2.175,31.549999999999997,8.95,12.125
La Rioja,2018,hombre,0.675,10.675,28.075,2.25,36.6,8.725,13.05
La Rioja,2018,mujer,0.85,12.025,29.925,2.5,32.875,8.675,13.125
La Rioja,2019,hombre,0.325,9.925,28.525,1.775,39.175,7.75,12.55
La Rioja,2019,mujer,0.725,11.15,31.7,2.325,31.05,9.175,13.85
La Rioja,2020,hombre,0.4,8.125,29.0,2.1,38.8,8.575,13.0
La Rioja,2020,mujer,0.65,10.25,32.3,2.275,31.65,9.625,13.3
La Rioja,2021,hombre,0.75,6.775,30.275,1.35,38.3,9.524999999999999,13.075
La Rioja,2021,mujer,1.375,9.6,32.525,2.225,31.475,9.4,13.4
La Rioja,2022,hombre,1.2,5.325,30.15,1.325,38.4,10.35,13.25
La Rioja,2022,mujer,1.4,6.625,34.925,1.35,32.4,9.25,14.075
La Rioja,2023,hombre,0.75,5.35,28.575,1.625,40.25,11.25,12.175
La Rioja,2023,mujer,1.25,6.575,34.275,1.6,34.675,8.075000000000001,13.524999999999999
La Rioja,2024,hombre,0.7,5.7,30.575,1.975,39.175,10.65,11.2
La Rioja,2024,mujer,1.1,7.375,34.675,1.825,33.9,7.5,13.6
La Rioja,2025,hombre,0.85,5.575,30.725,1.575,37.7,10.725,12.875
La Rioja,2025,mujer,0.9,7.075,34.725,1.525,33.975,8.4,13.375
Madrid,2014,hombre,0.4,9.55,40.324999999999996,3.8499999999999996,21.975,5.05,18.825
Madrid,2014,mujer,1.175,11.799999999999999,36.775,5.9,21.375,5.2,17.725
Madrid,2015,hombre,0.475,9.725,38.4,3.9,23.175,5.5,18.85
Madrid,2015,mujer,1.025,11.725,37.5,5.875,20.925,5.275,17.724999999999998
Madrid,2016,hombre,0.475,9.975,38.25,3.15,24.125,4.925,19.1
Madrid,2016,mujer,1.125,12.600000000000001,37.175,5.075,20.85,5.05,18.125
Madrid,2017,hombre,0.475,9.175,38.8,2.75,23.475,5.7,19.6
Madrid,2017,mujer,1.225,11.525,37.35,4.05,21.725,5.6,18.55
Madrid,2018,hombre,0.45,9.4,39.05,2.675,24.799999999999997,5.675,17.9
Madrid,2018,mujer,1.075,11.35,37.375,3.9,21.275,6.075,18.95
Madrid,2019,hombre,0.45,8.925,40.325,2.275,23.375,5.25,19.35
Madrid,2019,mujer,0.775,10.725,39.075,4.0,20.475,6.05,18.875
Madrid,2020,hombre,0.525,8.025,40.95,1.9,22.95,5.5,20.15
Madrid,2020,mujer,0.8500000000000001,10.275,40.025,3.65,20.025,6.45,18.75
Madrid,2021,hombre,0.5,7.55,40.9,2.225,23.825,6.025,18.975
Madrid,2021,mujer,0.875,10.125,40.525,3.2,20.075,5.9,19.275
Madrid,2022,hombre,0.45,7.65,40.525,1.875,23.05,6.05,20.4
Madrid,2022,mujer,0.65,11.5,40.975,2.55,19.575000000000003,5.9,18.825
Madrid,2023,hombre,0.55,8.7,40.45,1.775,23.4,6.575,18.65
Madrid,2023,mujer,0.575,12.225,40.8,2.6,19.95,6.075,17.825
Madrid,2024,hombre,0.625,8.925,41.675,1.525,22.275,6.65,18.3
Madrid,2024,mujer,0.675,11.375,40.75,2.275,20.35,6.2,18.375
Madrid,2025,hombre,0.5,8.675,42.05,1.875,21.575,7.2,18.175
Madrid,2025,mujer,0.8500000000000001,11.525,39.85,2.325,19.45,6.925000000000001,19.125
Melilla,2014,hombre,0.8,11.975,26.725,9.075,25.75,6.875,18.775
Melilla,2014,mujer,4.925000000000001,14.025,20.225,15.7,18.975,10.7,15.375
Melilla,2015,hombre,1.875,14.625,25.15,10.25,28.15,4.1,15.850000000000001
Melilla,2015,mujer,8.075000000000001,16.2,19.775,12.75,21.2,7.7250000000000005,14.35
Melilla,2016,hombre,2.2249999999999996,14.275,23.95,6.05,29.4,6.375,17.725
Melilla,2016,mujer,6.975,17.45,21.075,9.875,22.85,6.425000000000001,15.45
Melilla,2017,hombre,2.65,13.975,24.925,6.449999999999999,25.5,4.925,21.525
Melilla,2017,mujer,6.05,14.275,23.575,9.225,23.2,5.8,17.9
Melilla,2018,hombre,2.45,14.225,25.025,3.8,28.6,8.8,17.125
Melilla,2018,mujer,5.875,15.525,25.875,8.3,25.525,3.3,15.6
Melilla,2019,hombre,2.525,15.45,23.4,5.55,27.575,8.5,17.0
Melilla,2019,mujer,8.075,16.2,25.8,7.4,24.875,7.175,10.5
Melilla,2020,hombre,2.525,15.175,27.8,2.7249999999999996,23.025,8.65,20.125
Melilla,2020,mujer,5.9,16.275000000000002,29.5,5.225,22.3,7.2,13.6
Melilla,2021,hombre,1.025,11.525,31.075,3.75,26.225,6.725,19.725
Melilla,2021,mujer,4.85,16.15,27.825,9.475,22.35,4.775,14.575
Melilla,2022,hombre,1.45,9.65,28.475,7.55,26.175,8.35,18.349999999999998
Melilla,2022,mujer,5.25,16.65,28.1,8.6,21.025,6.275,14.1
Melilla,2023,hombre,1.6,13.1,27.725,3.425,27.375,8.95,17.875
Melilla,2023,mujer,7.425000000000001,16.025,27.075000000000003,5.875,20.65,8.675,14.275
Melilla,2024,hombre,1.7,13.6,24.4,1.7750000000000001,31.4,9.35,17.725
Melilla,2024,mujer,7.45,18.6,28.65,6.45,22.45,5.7,10.725
Melilla,2025,hombre,2.8249999999999997,12.625,19.975,3.625,30.675,8.825,21.425
Melilla,2025,mujer,7.25,15.950000000000001,27.075,5.175,22.7,7.575,14.3
Murcia,2014,hombre,2.625,14.2,21.85,7.475,33.425,7.85,12.525
Murcia,2014,mujer,4.824999999999999,14.825,21.425,9.775,28.2,8.55,12.475
Murcia,2015,hombre,2.65,13.65,22.4,7.725,33.6,7.25,12.675
Murcia,2015,mujer,4.825,13.1,21.975,10.225,28.5,8.875,12.5
Murcia,2016,hombre,2.7,14.024999999999999,22.075,7.375,33.025,7.675,13.125
Murcia,2016,mujer,4.475,12.525,23.2,9.35,30.175,8.975,11.35
Murcia,2017,hombre,2.275,11.975,23.075,7.05,33.775,7.8,14.075
Murcia,2017,mujer,3.75,12.35,24.3,8.025,31.25,8.45,11.95
Murcia,2018,hombre,2.15,10.45,24.725,6.35,35.225,7.775,13.275
Murcia,2018,mujer,3.45,10.075,25.4,7.95,31.85,8.7,12.575
Murcia,2019,hombre,2.925,10.275,24.025,5.425,36.900000000000006,8.0,12.475
Murcia,2019,mujer,3.6,10.15,26.85,7.225,31.15,9.075,11.925
Murcia,2020,hombre,2.1,9.8,24.475,5.65,35.875,8.225,13.875
Murcia,2020,mujer,2.975,10.025,28.775,6.825,30.725,8.975,11.725
Murcia,2021,hombre,1.8,8.9,25.975,5.4,34.275,8.75,14.9
Murcia,2021,mujer,3.2249999999999996,9.25,28.475,6.15,32.925,8.275,11.65
Murcia,2022,hombre,2.05,8.125,23.075,5.75,38.1,8.275,14.65
Murcia,2022,mujer,3.175,8.65,26.875,6.975,33.175000000000004,9.05,12.075
Murcia,2023,hombre,2.275,8.15,24.875,5.675,37.125,7.725,14.2
Murcia,2023,mujer,3.075,8.875,27.425,7.025,31.575,8.85,13.125
Murcia,2024,hombre,2.575,8.575,25.8,5.85,34.975,8.425,13.775
Murcia,2024,mujer,3.3,9.3,28.025,6.975,31.0,8.9,12.475
Murcia,2025,hombre,3.0,7.55,26.8,5.4,35.4,8.525,13.35
Murcia,2025,mujer,3.35,7.449999999999999,30.1,7.75,30.525,8.625,12.175
Navarra,2014,hombre,0.475,14.175,32.85,2.9,26.875,9.725,13.025
Navarra,2014,mujer,0.625,18.625,33.375,3.45,24.175,7.3,12.475
Navarra,2015,hombre,0.525,14.0,31.65,2.8,28.2,9.3,13.55
Navarra,2015,mujer,0.55,19.1,33.2,2.625,24.425,7.949999999999999,12.125
Navarra,2016,hombre,0.95,14.15,32.95,2.55,26.325,10.25,12.8
Navarra,2016,mujer,1.05,17.725,35.75,2.975,21.7,8.475,12.35
Navarra,2017,hombre,0.8500000000000001,14.5,33.775,1.875,26.55,11.775,10.75
Navarra,2017,mujer,1.1,18.025,35.900000000000006,2.075,22.25,8.825,11.85
Navarra,2018,hombre,0.825,15.375,32.925,1.45,26.225,11.725,11.45
Navarra,2018,mujer,0.575,18.975,36.875,1.675,20.85,8.049999999999999,13.025
Navarra,2019,hombre,0.525,13.375,35.150000000000006,0.95,26.5,11.6,11.9
Navarra,2019,mujer,0.7000000000000001,16.675,37.625,2.0250000000000004,20.95,8.475,13.575
Navarra,2020,hombre,0.6749999999999999,10.85,36.45,1.525,26.775,10.975,12.75
Navarra,2020,mujer,0.8,14.25,39.25,2.15,21.674999999999997,8.1,13.775
Navarra,2021,hombre,0.39999999999999997,12.325,36.5,2.275,24.95,10.325,13.175
Navarra,2021,mujer,1.15,14.100000000000001,39.175000000000004,2.375,20.775,9.475,12.975
Navarra,2022,hombre,0.775,11.475,36.5,2.075,25.55,11.3,12.325
Navarra,2022,mujer,1.075,13.9,38.175,2.55,20.724999999999998,9.600000000000001,13.975
Navarra,2023,hombre,0.625,11.025,36.725,2.525,23.375,12.125,13.6
Navarra,2023,mujer,1.25,14.3,38.85,2.8,19.95,8.15,14.7
Navarra,2024,hombre,0.45,10.475,38.625,1.775,23.775,11.95,12.9
Navarra,2024,mujer,0.42500000000000004,14.05,41.5,2.625,19.15,8.725,13.475
Navarra,2025,hombre,0.7,10.35,37.95,2.35,22.15,12.125,14.4
Navarra,2025,mujer,0.325,13.875,41.375,2.925,18.0,9.525,13.975
Pais Vasco,2014,hombre,0.275,14.225,38.7,1.65,24.125,9.924999999999999,11.075
Pais Vasco,2014,mujer,0.95,21.175,34.375,2.975,21.85,8.375,10.275
Pais Vasco,2015,hombre,0.25,13.0,38.65,1.8,24.525,9.875,11.85
Pais Vasco,2015,mujer,0.875,19.3,35.45,2.725,22.3,8.5,10.85
Pais Vasco,2016,hombre,0.4,12.05,38.6,1.8250000000000002,25.025,9.9,12.225
Pais Vasco,2016,mujer,0.8,18.625,36.15,2.6,22.325,8.125,11.35
Pais Vasco,2017,hombre,0.35,11.875,39.4,1.525,24.875,10.1,11.925
Pais Vasco,2017,mujer,0.8500000000000001,17.725,36.575,2.825,22.575,8.475,10.9
Pais Vasco,2018,hombre,0.325,11.524999999999999,40.075,1.425,24.375,10.125,12.175
Pais Vasco,2018,mujer,0.75,18.075,36.575,2.15,21.875,8.975000000000001,11.575
Pais Vasco,2019,hombre,0.275,10.875,40.3,1.525,25.075,10.0,11.925
Pais Vasco,2019,mujer,0.6499999999999999,16.3,38.025,2.275,21.85,9.025,11.9
Pais Vasco,2020,hombre,0.3,9.025,42.75,1.5250000000000001,23.75,10.575,12.025
Pais Vasco,2020,mujer,0.775,14.025,39.775000000000006,2.275,22.1,8.9,12.175
Pais Vasco,2021,hombre,0.35,8.325,44.45,1.7,22.85,10.275,12.1
Pais Vasco,2021,mujer,0.7,12.975,41.15,2.85,21.25,9.225,11.825
Pais Vasco,2022,hombre,0.25,7.25,44.625,1.95,22.85,10.575,12.425
Pais Vasco,2022,mujer,0.4,13.8,42.475,2.45,20.1,8.4,12.3
Pais Vasco,2023,hombre,0.65,6.75,44.525,1.55,22.85,10.625,13.05
Pais Vasco,2023,mujer,1.0750000000000002,12.275,43.65,2.675,19.0,9.55,11.75
Pais Vasco,2024,hombre,0.47500000000000003,7.475,45.65,1.05,21.125,11.225,13.05
Pais Vasco,2024,mujer,1.225,12.175,43.125,2.5250000000000004,17.925,10.175,12.875
Pais Vasco,2025,hombre,0.6000000000000001,7.85,44.75,1.125,20.5,12.0,13.175
Pais Vasco,2025,mujer,0.85,11.425,46.1,1.975,17.775,8.9,13.0
